CustomerID,Age,Gender,Location,RegisteredDate,EmailAddress,PhoneNumber,TotalSpend,NumberOfOrders,NumberOfReturnedOrders,NumberOfCanceledOrders
CUST100288,46,Female,Bloemfontein,2/13/2023,customer287@example.com,721003326,516.893,81,22,52
CUST100289,67,Non-binary,Cape Town,1/24/2023,customer288@example.com,721031240,2967.41,61,17,22
CUST100290,34,Non-binary,Bloemfontein,6/22/2023,customer289@example.com,721007938,1339.75,78,38,32
CUST100291,32,Female,Cape Town,11/6/2023,customer290@example.com,721009155,2576.83,31,14,10
CUST100292,27,Male,Durban,2/25/2023,customer291@example.com,721025724,9474.63,98,20,63
CUST100293,36,Female,Pretoria,10/13/2023,customer292@example.com,721026461,1802.24,60,15,0
CUST100294,56,Non-binary,Pretoria,1/1/2023,customer293@example.com,721017725,184.948,5,2,0
CUST100295,20,Non-binary,Bloemfontein,9/14/2023,customer294@example.com,721013730,1020.65,22,8,5
CUST100296,50,Non-binary,Cape Town,10/9/2023,customer295@example.com,721027647,519.254,72,28,6
CUST100297,65,Non-binary,Durban,12/14/2023,customer296@example.com,721016276,944.645,16,2,3
CUST100298,43,Female,Johannesburg,10/10/2023,customer297@example.com,721008609,693.843,65,24,16
CUST100299,33,Female,Durban,7/21/2023,customer298@example.com,721029917,1709.23,18,5,6
CUST100300,28,Male,Johannesburg,1/14/2024,customer299@example.com,721025046,5726.1,63,24,6
CUST100301,52,Non-binary,Cape Town,10/18/2023,customer300@example.com,721025596,629.252,66,25,16
CUST100302,50,Female,Cape Town,9/24/2023,customer301@example.com,721017504,384.081,6,1,2
CUST100303,45,Female,Durban,7/17/2023,customer302@example.com,721017417,2031.32,43,17,2
CUST100304,21,Non-binary,Durban,12/8/2023,customer303@example.com,721014342,243.941,11,1,1
CUST100305,37,Male,Durban,1/19/2024,customer304@example.com,721020808,1288.94,18,7,11
CUST100306,57,Male,Durban,2/6/2023,customer305@example.com,721020710,4212.9,65,30,4
CUST100307,58,Non-binary,Durban,9/24/2023,customer306@example.com,721008412,651.477,18,5,7
CUST100308,20,Male,Cape Town,7/9/2023,customer307@example.com,721008668,4607.14,58,2,47
CUST100309,37,Non-binary,Durban,5/6/2023,customer308@example.com,721030040,894.343,42,10,1
CUST100310,38,Non-binary,Pretoria,4/19/2023,customer309@example.com,721020746,68.1309,5,0,4
CUST100311,53,Male,Johannesburg,6/22/2023,customer310@example.com,721015628,504.77,13,2,6
CUST100312,30,Non-binary,Pretoria,2/26/2023,customer311@example.com,721025031,5502.47,88,41,44
CUST100313,20,Female,Bloemfontein,1/1/2024,customer312@example.com,721003125,2105.08,35,11,17
CUST100314,36,Female,Pretoria,1/4/2024,customer313@example.com,721006789,593.453,23,0,7
CUST100315,30,Female,Pretoria,12/22/2023,customer314@example.com,721026745,2515.68,59,17,33
CUST100316,65,Non-binary,Cape Town,11/6/2023,customer315@example.com,721002918,5231.68,62,5,38
CUST100317,63,Male,Durban,5/21/2023,customer316@example.com,721026716,1900.04,48,0,8
CUST100318,45,Female,Johannesburg,4/10/2023,customer317@example.com,721006817,7570.11,91,3,74
CUST100319,66,Non-binary,Pretoria,12/23/2023,customer318@example.com,721020621,1435.37,96,28,65
CUST100320,18,Male,Cape Town,5/1/2023,customer319@example.com,721011743,529.953,25,4,10
CUST100321,47,Female,Pretoria,7/26/2023,customer320@example.com,721019006,527.199,11,3,1
CUST100322,66,Non-binary,Cape Town,11/25/2023,customer321@example.com,721007221,207.271,8,3,3
CUST100323,41,Female,Cape Town,12/28/2023,customer322@example.com,721022754,76.1979,1,0,1
CUST100324,39,Non-binary,Johannesburg,5/27/2023,customer323@example.com,721006770,300.656,16,2,5
CUST100325,67,Male,Pretoria,1/12/2023,customer324@example.com,721011014,6563.25,79,17,7
CUST100326,35,Female,Johannesburg,1/2/2024,customer325@example.com,721023504,95.1494,1,0,1
CUST100327,33,Male,Pretoria,9/24/2023,customer326@example.com,721004388,168.359,2,1,0
CUST100328,61,Female,Johannesburg,7/17/2023,customer327@example.com,721015180,3872.79,96,28,49
CUST100329,43,Non-binary,Durban,6/28/2023,customer328@example.com,721007835,415.683,14,3,10
CUST100330,35,Male,Johannesburg,1/21/2024,customer329@example.com,721032306,111.588,38,5,9
CUST100331,63,Non-binary,Durban,4/21/2023,customer330@example.com,721003127,3449.39,69,16,18
CUST100332,50,Female,Durban,2/11/2023,customer331@example.com,721011935,1504.52,37,8,20
CUST100333,55,Female,Cape Town,11/7/2023,customer332@example.com,721012520,2226.76,30,4,10
CUST100334,29,Male,Bloemfontein,8/24/2023,customer333@example.com,721015618,84.3083,5,0,5
CUST100335,44,Male,Durban,1/14/2023,customer334@example.com,721007323,1173.51,14,4,1
CUST100336,53,Male,Bloemfontein,1/7/2023,customer335@example.com,721006640,4728.35,69,15,43
CUST100337,29,Non-binary,Johannesburg,4/5/2023,customer336@example.com,721025177,6878.84,95,38,57
CUST100338,36,Female,Johannesburg,3/22/2023,customer337@example.com,721023997,2381.78,34,6,11
CUST100339,31,Female,Pretoria,12/3/2023,customer338@example.com,721014862,2931.91,48,14,5
CUST100340,42,Female,Durban,4/24/2023,customer339@example.com,721027058,364.038,6,1,0
CUST100341,51,Non-binary,Johannesburg,1/21/2024,customer340@example.com,721010152,427.515,7,3,2
CUST100342,52,Female,Johannesburg,6/6/2023,customer341@example.com,721018155,2248.23,36,14,8
CUST100343,66,Non-binary,Bloemfontein,1/20/2024,customer342@example.com,721005234,1332.46,19,0,17
CUST100344,67,Female,Cape Town,7/28/2023,customer343@example.com,721028947,877.873,11,5,6
CUST100345,22,Female,Bloemfontein,1/18/2023,customer344@example.com,721004312,4168.26,58,17,21
CUST100346,19,Male,Johannesburg,11/16/2023,customer345@example.com,721018327,2374.53,69,9,32
CUST100347,26,Male,Cape Town,10/5/2023,customer346@example.com,721006128,1073.19,74,6,31
CUST100348,33,Male,Durban,1/25/2023,customer347@example.com,721007700,4888.43,51,20,26
CUST100349,49,Male,Bloemfontein,8/4/2023,customer348@example.com,721031616,6143.69,67,12,25
CUST100350,31,Male,Pretoria,9/7/2023,customer349@example.com,721025856,907.96,11,2,5
CUST100351,27,Non-binary,Durban,1/23/2023,customer350@example.com,721026204,4462.57,91,36,5
CUST100352,19,Male,Bloemfontein,3/10/2023,customer351@example.com,721013790,215.523,7,0,5
CUST100353,52,Non-binary,Bloemfontein,8/27/2023,customer352@example.com,721029772,2481.74,46,23,23
CUST100354,41,Non-binary,Bloemfontein,4/9/2023,customer353@example.com,721017034,5646.76,75,30,34
CUST100355,29,Male,Bloemfontein,9/8/2023,customer354@example.com,721002522,2855.65,88,26,19
CUST100356,48,Female,Pretoria,2/24/2023,customer355@example.com,721019794,1131.54,57,22,2
CUST100357,30,Male,Johannesburg,8/8/2023,customer356@example.com,721011199,2768.66,31,11,3
CUST100358,65,Non-binary,Bloemfontein,1/10/2023,customer357@example.com,721030713,1161.26,18,5,8
CUST100359,23,Male,Pretoria,9/20/2023,customer358@example.com,721025792,2961.36,52,1,17
CUST100360,53,Male,Cape Town,3/15/2023,customer359@example.com,721029153,79.4708,37,16,3
CUST100361,27,Non-binary,Bloemfontein,2/2/2023,customer360@example.com,721008764,4305.58,68,18,33
CUST100362,64,Female,Cape Town,7/19/2023,customer361@example.com,721027105,2050.42,91,8,17
CUST100363,23,Female,Johannesburg,1/15/2024,customer362@example.com,721008893,1085.94,18,5,4
CUST100364,18,Non-binary,Pretoria,10/16/2023,customer363@example.com,721013980,1410.67,35,5,13
CUST100365,20,Male,Cape Town,1/9/2024,customer364@example.com,721028486,2592.13,82,31,44
CUST100366,45,Non-binary,Johannesburg,8/2/2023,customer365@example.com,721030806,5175.79,88,4,24
CUST100367,32,Non-binary,Bloemfontein,4/6/2023,customer366@example.com,721012090,649.283,10,3,4
CUST100368,65,Non-binary,Cape Town,6/1/2023,customer367@example.com,721006541,901.396,61,2,34
CUST100369,40,Non-binary,Cape Town,12/4/2023,customer368@example.com,721018438,326.471,74,10,7
CUST100370,52,Female,Cape Town,11/14/2023,customer369@example.com,721006122,3833.36,92,13,54
CUST100371,22,Non-binary,Bloemfontein,10/16/2023,customer370@example.com,721029951,1439.8,26,4,8
CUST100372,53,Female,Cape Town,3/26/2023,customer371@example.com,721030023,3140.87,62,27,18
CUST100373,20,Female,Durban,8/27/2023,customer372@example.com,721010508,1286.29,33,5,21
CUST100374,39,Male,Pretoria,4/1/2023,customer373@example.com,721010456,3557.76,52,14,32
CUST100375,51,Non-binary,Bloemfontein,10/28/2023,customer374@example.com,721027416,1948.23,39,6,27
CUST100376,28,Non-binary,Bloemfontein,7/13/2023,customer375@example.com,721029371,6624.07,90,35,32
CUST100377,47,Non-binary,Pretoria,12/22/2023,customer376@example.com,721018265,513.611,12,3,7
CUST100378,22,Female,Pretoria,1/1/2023,customer377@example.com,721008315,1166.78,29,1,21
CUST100379,53,Female,Bloemfontein,2/6/2023,customer378@example.com,721013048,2202.67,44,19,3
CUST100380,32,Non-binary,Durban,5/10/2023,customer379@example.com,721012107,4956.08,72,2,32
CUST100381,56,Non-binary,Cape Town,3/9/2023,customer380@example.com,721011419,121.029,18,6,10
CUST100382,41,Non-binary,Cape Town,4/18/2023,customer381@example.com,721022787,1550.51,30,3,4
CUST100383,69,Male,Durban,1/20/2024,customer382@example.com,721019421,3949.51,86,12,9
CUST100384,45,Male,Durban,10/21/2023,customer383@example.com,721002851,5476.98,63,2,11
CUST100385,19,Female,Durban,3/5/2023,customer384@example.com,721008889,1944.86,30,14,3
CUST100386,51,Male,Cape Town,1/21/2024,customer385@example.com,721007018,3495.65,46,23,15
CUST100387,28,Non-binary,Johannesburg,11/14/2023,customer386@example.com,721008053,5621.58,84,22,18
CUST100388,36,Male,Pretoria,3/23/2023,customer387@example.com,721021446,8719.47,97,21,47
CUST100389,24,Non-binary,Durban,10/20/2023,customer388@example.com,721021137,4627.61,49,24,0
CUST100390,33,Male,Durban,8/5/2023,customer389@example.com,721014243,3375.59,76,22,1
CUST100391,22,Male,Johannesburg,11/7/2023,customer390@example.com,721027585,1159.51,36,9,7
CUST100392,59,Female,Pretoria,1/25/2024,customer391@example.com,721016101,378.234,5,2,2
CUST100393,52,Male,Durban,6/28/2023,customer392@example.com,721014847,424.841,16,4,11
CUST100394,42,Non-binary,Bloemfontein,4/3/2023,customer393@example.com,721016147,1577.67,17,1,15
CUST100395,67,Non-binary,Cape Town,5/27/2023,customer394@example.com,721020024,215.301,99,4,53
CUST100396,62,Female,Durban,1/11/2024,customer395@example.com,721026999,3840.47,69,13,52
CUST100397,59,Non-binary,Bloemfontein,1/19/2023,customer396@example.com,721023840,320.733,42,0,9
CUST100398,41,Non-binary,Bloemfontein,1/1/2024,customer397@example.com,721013636,3681.47,38,0,16
CUST100399,42,Non-binary,Cape Town,10/6/2023,customer398@example.com,721029742,1364.03,14,2,1
CUST100400,63,Non-binary,Johannesburg,2/10/2023,customer399@example.com,721020228,7901.23,94,34,52
CUST100401,53,Male,Bloemfontein,12/6/2023,customer400@example.com,721022230,905.896,60,12,14
CUST100402,64,Non-binary,Johannesburg,3/23/2023,customer401@example.com,721019158,4463.02,86,19,67
CUST100403,50,Male,Pretoria,9/18/2023,customer402@example.com,721013430,3346.59,50,15,21
CUST100404,48,Male,Johannesburg,8/10/2023,customer403@example.com,721027971,1984.41,60,8,15
CUST100405,22,Male,Pretoria,11/8/2023,customer404@example.com,721011406,1897.25,21,4,15
CUST100406,50,Female,Durban,1/10/2024,customer405@example.com,721030392,1337.51,82,15,0
CUST100407,24,Female,Bloemfontein,4/3/2023,customer406@example.com,721005700,379.05,5,0,5
CUST100408,27,Male,Johannesburg,2/19/2023,customer407@example.com,721002022,2434.2,54,18,30
CUST100409,42,Female,Pretoria,3/16/2023,customer408@example.com,721002368,1995.93,64,10,34
CUST100410,53,Male,Cape Town,11/13/2023,customer409@example.com,721000407,5498.9,63,27,24
CUST100411,20,Non-binary,Durban,3/1/2023,customer410@example.com,721002391,5556.31,57,8,25
CUST100412,66,Non-binary,Durban,8/8/2023,customer411@example.com,721016563,399.056,47,6,1
CUST100413,26,Female,Pretoria,12/6/2023,customer412@example.com,721017333,170.856,4,0,0
CUST100414,28,Female,Cape Town,5/6/2023,customer413@example.com,721022421,1233.23,52,15,21
CUST100415,50,Female,Cape Town,4/21/2023,customer414@example.com,721021335,629.639,49,22,11
CUST100416,48,Non-binary,Johannesburg,11/12/2023,customer415@example.com,721030678,3521.45,36,17,12
CUST100417,37,Female,Pretoria,1/1/2023,customer416@example.com,721021519,1192.85,14,5,8
CUST100418,66,Male,Cape Town,7/11/2023,customer417@example.com,721013372,6090.38,86,13,5
CUST100419,52,Male,Johannesburg,9/7/2023,customer418@example.com,721030330,616.45,25,4,4
CUST100420,35,Male,Bloemfontein,7/2/2023,customer419@example.com,721010356,8648.86,96,46,41
CUST100421,39,Female,Durban,10/18/2023,customer420@example.com,721007300,102.987,5,1,2
CUST100422,36,Female,Johannesburg,7/27/2023,customer421@example.com,721031924,441.774,15,5,10
CUST100423,48,Male,Pretoria,3/8/2023,customer422@example.com,721005484,3882.7,87,30,1
CUST100424,67,Male,Bloemfontein,11/21/2023,customer423@example.com,721013698,5539.07,81,10,20
CUST100425,19,Male,Durban,12/20/2023,customer424@example.com,721010604,4498.19,54,11,31
CUST100426,49,Male,Cape Town,10/26/2023,customer425@example.com,721023602,3667.89,42,1,23
CUST100427,31,Non-binary,Durban,4/11/2023,customer426@example.com,721006255,8756.31,91,9,55
CUST100428,34,Non-binary,Durban,6/13/2023,customer427@example.com,721023254,2210.11,69,17,10
CUST100429,69,Female,Pretoria,9/21/2023,customer428@example.com,721019580,3356.89,37,18,3
CUST100430,70,Non-binary,Cape Town,10/18/2023,customer429@example.com,721030387,306.196,47,17,25
CUST100431,61,Non-binary,Durban,8/6/2023,customer430@example.com,721006080,1246.68,14,5,6
CUST100432,22,Non-binary,Johannesburg,3/24/2023,customer431@example.com,721013949,1605.51,45,0,1
CUST100433,28,Non-binary,Cape Town,4/17/2023,customer432@example.com,721014163,6086.45,88,21,34
CUST100434,28,Non-binary,Durban,2/1/2023,customer433@example.com,721017897,1583.85,61,3,25
CUST100435,49,Female,Pretoria,9/12/2023,customer434@example.com,721020283,3110.63,35,17,2
CUST100436,19,Non-binary,Cape Town,4/17/2023,customer435@example.com,721007758,1383.96,25,2,14
CUST100437,40,Male,Bloemfontein,10/12/2023,customer436@example.com,721031028,177.405,14,1,13
CUST100438,21,Non-binary,Pretoria,3/7/2023,customer437@example.com,721029812,195.984,69,21,32
CUST100439,21,Non-binary,Bloemfontein,5/26/2023,customer438@example.com,721008000,1381.29,49,7,5
CUST100440,41,Male,Johannesburg,5/7/2023,customer439@example.com,721013758,1233.21,65,4,10
CUST100441,28,Female,Bloemfontein,3/22/2023,customer440@example.com,721001044,1775.97,71,26,22
CUST100442,68,Female,Durban,3/14/2023,customer441@example.com,721019283,7266.08,92,15,46
CUST100443,55,Non-binary,Bloemfontein,3/6/2023,customer442@example.com,721024279,2531.04,53,15,3
CUST100444,35,Non-binary,Bloemfontein,9/21/2023,customer443@example.com,721030709,7429.12,78,9,63
CUST100445,67,Non-binary,Cape Town,6/21/2023,customer444@example.com,721007382,264.055,42,6,10
CUST100446,67,Non-binary,Durban,7/24/2023,customer445@example.com,721001436,1977.18,58,24,13
CUST100447,43,Non-binary,Pretoria,9/6/2023,customer446@example.com,721000786,751.269,16,8,6
CUST100448,38,Non-binary,Johannesburg,2/10/2023,customer447@example.com,721010783,3079.08,39,9,20
CUST100449,45,Non-binary,Pretoria,6/5/2023,customer448@example.com,721023252,1640.29,43,7,14
CUST100450,42,Male,Cape Town,8/13/2023,customer449@example.com,721007785,3028.78,49,6,41
CUST100451,58,Male,Johannesburg,7/25/2023,customer450@example.com,721024497,494.813,35,8,4
CUST100452,26,Male,Bloemfontein,5/20/2023,customer451@example.com,721027142,2228.78,37,8,7
CUST100453,51,Female,Cape Town,12/14/2023,customer452@example.com,721006816,732.912,42,9,15
CUST100454,63,Non-binary,Bloemfontein,9/18/2023,customer453@example.com,721027924,551.731,48,3,35
CUST100455,30,Female,Durban,1/27/2023,customer454@example.com,721001291,1946.96,67,7,47
CUST100456,31,Non-binary,Johannesburg,8/22/2023,customer455@example.com,721019679,2271.49,81,39,21
CUST100457,51,Non-binary,Pretoria,1/28/2024,customer456@example.com,721002058,127.225,3,0,1
CUST100458,31,Female,Johannesburg,1/20/2024,customer457@example.com,721009126,1660.04,49,0,9
CUST100459,58,Non-binary,Durban,8/16/2023,customer458@example.com,721032554,266.945,90,35,54
CUST100460,67,Female,Bloemfontein,7/25/2023,customer459@example.com,721016995,1623.79,18,8,0
CUST100461,41,Male,Pretoria,1/7/2024,customer460@example.com,721009060,1483.9,36,4,21
CUST100462,70,Male,Pretoria,12/9/2023,customer461@example.com,721000908,1371.21,19,7,0
CUST100463,50,Male,Bloemfontein,1/13/2024,customer462@example.com,721031286,1751.16,58,11,1
CUST100464,28,Female,Bloemfontein,9/2/2023,customer463@example.com,721012321,1576.94,30,1,24
CUST100465,24,Non-binary,Pretoria,1/22/2023,customer464@example.com,721026115,606.073,12,1,3
CUST100466,29,Male,Bloemfontein,10/12/2023,customer465@example.com,721023690,3596.02,88,15,28
CUST100467,24,Non-binary,Bloemfontein,8/7/2023,customer466@example.com,721004118,3845.89,72,25,18
CUST100468,41,Male,Pretoria,11/15/2023,customer467@example.com,721030993,1333.6,29,11,18
CUST100469,28,Male,Cape Town,5/11/2023,customer468@example.com,721027144,3419.8,61,20,18
CUST100470,51,Non-binary,Johannesburg,1/28/2024,customer469@example.com,721010739,2720,98,11,42
CUST100471,64,Male,Pretoria,9/20/2023,customer470@example.com,721017236,9085.49,100,18,59
CUST100472,44,Non-binary,Durban,12/9/2023,customer471@example.com,721025962,1355.11,27,8,16
CUST100473,29,Male,Durban,7/2/2023,customer472@example.com,721014687,1597.21,84,3,21
CUST100474,28,Female,Cape Town,5/27/2023,customer473@example.com,721025112,6813.64,100,14,77
CUST100475,70,Male,Pretoria,10/21/2023,customer474@example.com,721027456,525.331,17,7,6
CUST100476,63,Non-binary,Pretoria,12/9/2023,customer475@example.com,721007863,5771.64,62,22,1
CUST100477,25,Female,Johannesburg,7/6/2023,customer476@example.com,721010246,698.335,87,8,74
CUST100478,62,Non-binary,Johannesburg,7/18/2023,customer477@example.com,721019456,274.667,11,5,4
CUST100479,70,Male,Pretoria,10/8/2023,customer478@example.com,721005462,669.681,19,7,7
CUST100480,44,Male,Johannesburg,9/20/2023,customer479@example.com,721013350,1579.35,20,4,6
CUST100481,38,Non-binary,Pretoria,12/28/2023,customer480@example.com,721023953,993.224,16,0,5
CUST100482,35,Male,Cape Town,9/7/2023,customer481@example.com,721028505,281.848,89,3,81
CUST100483,27,Male,Durban,10/25/2023,customer482@example.com,721008163,7366.17,83,21,44
CUST100484,30,Female,Cape Town,1/13/2023,customer483@example.com,721023331,1536.04,89,14,45
